entreprise,categorie,sous_categorie,ville,canton,adresse,postcode,telephone,email,site_web,latitude,longitude,source,osm_id,score_colixo,besoin_detecte,angle_commercial,message_prospection
Caves Thétaz,vin,caviste,,Valais,,,,,,46.1372856,7.1113566,OpenStreetMap / Overpass,way/277878664,45,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Caves Thétaz, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
La Cave de la tour,vin,caviste,,Vaud,,,,,,46.7762275,6.0403199,OpenStreetMap / Overpass,node/13081707484,45,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, La Cave de la tour, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Caveaux godet,vin,caviste,,Vaud,,,,,,46.9758081,6.8780891,OpenStreetMap / Overpass,node/11877029569,45,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Caveaux godet, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Cave de cour,vin,caviste,,Vaud,,,,,,46.5155902,6.6173915,OpenStreetMap / Overpass,node/9610818717,45,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Cave de cour, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
La Cave de Louis,vin,caviste,Étupes,Jura,Avenue du Général de Gaulle 31,25460,,,,47.5066023,6.8592737,OpenStreetMap / Overpass,node/5228734085,45,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, La Cave de Louis, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Château d'Eclépens,vin,caviste,Eclépens,Vaud,Château d'En-Haut 3,1312,+41 79 415 47 18,,,46.6530822,6.5246776,OpenStreetMap / Overpass,node/13156136930,45,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Château d'Eclépens, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Cave le Rocher,vin,caviste,,Vaud,,,,,,46.2014761,7.2278976,OpenStreetMap / Overpass,node/9293596486,45,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Cave le Rocher, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Cave Mon Pichet,vin,caviste,,Vaud,Féchy-Dessus 27,1173,,,,46.4822829,6.370348,OpenStreetMap / Overpass,node/7398473385,45,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Cave Mon Pichet, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Mövenpick Vins,vin,caviste,Crissier,Vaud,Rue de Morges 22,1023,+41 21 701 41 61,,,46.5473527,6.5670942,OpenStreetMap / Overpass,node/13247259594,45,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Mövenpick Vins, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Domaine Château l'Évêque,vin,caviste,,Vaud,Route du Château l'Évêque 19,1254,,,,46.2387147,6.2714436,OpenStreetMap / Overpass,node/6480804885,45,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Domaine Château l'Évêque, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Cave du Vieux-Praz,vin,caviste,,Vaud,,,,,,46.9292495,7.1181306,OpenStreetMap / Overpass,node/9937850551,45,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Cave du Vieux-Praz, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Bignens Vins,vin,caviste,,Geneve,,,+41 22 301 75 40,,,46.1839049,6.1405512,OpenStreetMap / Overpass,node/12475829918,45,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Bignens Vins, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Domaine des Dix Vins,vin,caviste,,Vaud,,,,,,46.302432,6.2458215,OpenStreetMap / Overpass,node/12496886149,45,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Domaine des Dix Vins, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Le Caveau de Bacchus,vin,caviste,,Fribourg,,,,,,46.4734355,7.2865942,OpenStreetMap / Overpass,node/8856473350,45,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Le Caveau de Bacchus, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Le Caveau de Cessy,vin,caviste,,Vaud,,,,,,46.3030856,6.0659744,OpenStreetMap / Overpass,node/12339135304,45,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Le Caveau de Cessy, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Caveau des Vignerons,vin,caviste,Lutry,Vaud,Grand-Rue 23,1095,,,,46.5024019,6.6852328,OpenStreetMap / Overpass,node/5682129679,45,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Caveau des Vignerons, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Le caveau de Bacchus,vin,caviste,,Vaud,,,,,,46.2019243,6.1529271,OpenStreetMap / Overpass,node/12235748927,45,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Le caveau de Bacchus, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Caves Gérald Besse,vin,caviste,Martigny-Croix,Valais,Route de la Combe 14,1921,,,,46.0818168,7.0480238,OpenStreetMap / Overpass,way/375000193,45,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Caves Gérald Besse, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Cave Le Tambourin,vin,caviste,Corin,Valais,Rue du Pressoir 16,3960,,,,46.2831391,7.5022533,OpenStreetMap / Overpass,node/4836350609,45,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Cave Le Tambourin, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Cave des Bernunes,vin,caviste,Sierre,Valais,Route des Bernunes 60,3960,,,,46.3017929,7.5499122,OpenStreetMap / Overpass,way/352801560,45,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Cave des Bernunes, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Cave communale de La Tour-de-Peilz,vin,caviste,,Vaud,,,,,,46.4537407,6.8567501,OpenStreetMap / Overpass,node/5027109531,45,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Cave communale de La Tour-de-Peilz, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Cave communale,vin,caviste,Pully,Vaud,Avenue Samson Reymondin 1,1009,,,,46.5094932,6.6618127,OpenStreetMap / Overpass,node/4380203209,45,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Cave communale, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Enoteca Dell'Arco,vin,caviste,Premosello-Chiovenda,Valais,Via Milano 43c,28803,+39  349 776 1069,,,46.0014499,8.3366963,OpenStreetMap / Overpass,node/7271438957,45,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Enoteca Dell'Arco, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Nicolas,vin,caviste,Vésenaz,Vaud,Route de Thonon 55,1222,+41 22 855 03 80,,,46.2404727,6.1986388,OpenStreetMap / Overpass,node/13045938502,45,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Nicolas, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Vins Bruchez,vin,domaine_viticole,Flanthey,Valais,Route de Granges 91,3978,,,,46.2684658,7.4553718,OpenStreetMap / Overpass,way/346479532,40,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Vins Bruchez, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Maye Vins,vin,domaine_viticole,,Valais,,,,,,46.173435,7.2198395,OpenStreetMap / Overpass,node/10130332449,40,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Maye Vins, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Les Parcelles,vin,domaine_viticole,,Vaud,,,,,,46.2673921,6.2372266,OpenStreetMap / Overpass,node/6016343651,40,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Les Parcelles, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Weinkeller der Bürgergemeinde Solothurn,vin,domaine_viticole,,Jura,Oberer Winkel 5,,,,,47.2047081,7.535733,OpenStreetMap / Overpass,node/9378918378,40,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Weinkeller der Bürgergemeinde Solothurn, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Ferme de Lullier,vin,domaine_viticole,,Vaud,,,,,,46.2294344,6.2575945,OpenStreetMap / Overpass,node/5645391302,40,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Ferme de Lullier, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Mauler,vin,domaine_viticole,,Vaud,,,,,,46.9117332,6.6121449,OpenStreetMap / Overpass,node/6017528563,40,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Mauler, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Delphine Morel,vin,domaine_viticole,,Vaud,,,,,,46.4767901,6.8273777,OpenStreetMap / Overpass,node/12917759583,40,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Delphine Morel, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Fabrice Ducret,vin,domaine_viticole,,Vaud,,,,,,46.4763941,6.8256281,OpenStreetMap / Overpass,node/12917731747,40,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Fabrice Ducret, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Thierry Constantin,vin,domaine_viticole,,Valais,,,,,,46.2245383,7.3151202,OpenStreetMap / Overpass,node/9038454825,40,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Thierry Constantin, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Les freres Dutruy,vin,domaine_viticole,,Vaud,Grand'Rue 20,,,,,46.3341288,6.1936772,OpenStreetMap / Overpass,node/13183452801,40,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Les freres Dutruy, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Blaise Duboux,vin,domaine_viticole,,Vaud,Sentier de Creyvavers 3,,,,,46.4911416,6.7475033,OpenStreetMap / Overpass,node/13183457902,40,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Blaise Duboux, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Espace corsalin,vin,domaine_viticole,,Vaud,Rue du Village 20a,,,,,46.4722961,6.8323613,OpenStreetMap / Overpass,node/13250157801,40,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Espace corsalin, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Château d’Auvernier,vin,domaine_viticole,,Vaud,,,,,,46.9748678,6.876518,OpenStreetMap / Overpass,way/321500522,40,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Château d’Auvernier, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Fernand Cina,vin,domaine_viticole,,Valais,,,,,,46.3102909,7.5765329,OpenStreetMap / Overpass,way/1009059197,40,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Fernand Cina, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Marolf Weinbau,vin,domaine_viticole,Erlach,Fribourg,Insstrasse 29a,3235,,,,47.0382531,7.0962284,OpenStreetMap / Overpass,way/430446193,40,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Marolf Weinbau, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Weingut zum Twannbach,vin,domaine_viticole,,Neuchatel,,,,,,47.09276,7.1523193,OpenStreetMap / Overpass,node/13240786834,40,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Weingut zum Twannbach, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Cina,vin,domaine_viticole,,Valais,,,,,,46.3110511,7.5617878,OpenStreetMap / Overpass,node/853575923,40,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Cina, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Les Fils de Charles Favre,vin,domaine_viticole,,Valais,,,,,,46.2293909,7.3635728,OpenStreetMap / Overpass,node/6916065076,40,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Les Fils de Charles Favre, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
L'Orpailleur,vin,domaine_viticole,,Valais,,,,,,46.2490087,7.3971954,OpenStreetMap / Overpass,node/9041144971,40,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, L'Orpailleur, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Epicurieux Genève,vin,domaine_viticole,,Vaud,,,,,,46.207868,6.1429757,OpenStreetMap / Overpass,node/12805695102,40,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Epicurieux Genève, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Valmi,vin,caviste,Porrentruy,Jura,Route de Courgenay,2900,,,,47.4161301,7.0832071,OpenStreetMap / Overpass,node/7216902636,35,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Valmi, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Wine & Co,vin,caviste,,Jura,,,,,,47.4164557,7.0754446,OpenStreetMap / Overpass,node/11871141861,35,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Wine & Co, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Imesch,vin,caviste,,Valais,,,,,,46.2867204,7.519056,OpenStreetMap / Overpass,way/339846350,35,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Imesch, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Le Naturiste,vin,caviste,Fribourg,Vaud,Rue des Epouses 1,1700,,,,46.8060245,7.1626147,OpenStreetMap / Overpass,node/2432130225,35,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Le Naturiste, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Oeno-Tech SA,vin,caviste,,Valais,,,,,,46.2176407,7.2749291,OpenStreetMap / Overpass,way/294963718,35,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Oeno-Tech SA, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
Badner Keller,vin,caviste,,Valais,,,,,,46.3792175,7.6263678,OpenStreetMap / Overpass,node/8928908997,35,"Livraison de cartons de vin, clients privés, restaurants, points de vente","Livraison souple en Suisse romande, pics saisonniers, image premium","Bonjour, je me permets de vous contacter au nom de Colixo. Nous aidons les domaines viticoles, caves et cavistes en Suisse romande à organiser leurs livraisons de cartons de vin vers leurs clients, restaurants ou points de vente. Votre activité, Badner Keller, semble correspondre à un besoin de livraison souple et régulière. Seriez-vous ouvert à un court échange ?"
